Número da Compra;Número do Item;Descrição;Descrição Detalhada;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento;UG;Quantidade Empenhada;Início da Vigência;Fim da Vigência;Capacidade de Empenho
160224-90003/2024;12;443267 - Parafuso;Parafuso Material: Bicromatizado , Tipo: Cabeça Chata , Comprimento: 45 MM, Diâmetro: 4 MM, Características Adicionais: Fenda Philips , Aplicação: Madeira;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;31.0;2.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Caixa 500,00 UN;160224;0.0;;24/05/2024;62.0
160224-90003/2024;13;443269 - Parafuso;Parafuso Material: Bicromatizado , Tipo: Cabeça Chata , Comprimento: 60 MM, Diâmetro: 4 MM, Características Adicionais: Fenda Philips , Aplicação: Madeira;160224 - PARQUE REGIONAL DE MANUTENCAO/5;500;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.16;500.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;80.0
160224-90003/2024;14;239119 - Bucha parafuso;Bucha Parafuso Material: Náilon , Tamanho: S-10;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1000;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.14;1000.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;140.0
160224-90003/2024;15;249218 - Bucha parafuso;Bucha Parafuso Material: Náilon , Tamanho: S-8;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1000;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.1;1000.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;100.0
160224-90003/2024;16;318018 - Bucha parafuso;Bucha Parafuso Material: Plástico , Tamanho: S-6;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;18.0;2.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Milheiro;160224;0.0;;24/05/2024;36.0
160224-90003/2024;18;266338 - Cantoneira Metal Ferroso;"Cantoneira Metal Ferroso Material: Ferro , Largura Abas Iguais: 3/4"" POL, Espessura: 1/8 POL, Comprimento: 6";160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;37.405.049/0001-34 - VILA METAL COMERCIO LTDA;44.24;20.0;RDG;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Metro;160224;0.0;;24/05/2024;884.8000000000001
160224-90003/2024;19;468763 - Conjunto broca;Conjunto Broca Material: Aço , Aplicação: Madeira , Componentes: 7 Peças De 3, 4, 5, 6, 7, 8  E 10mm , Tipo: Cilíndrica Com 3 Pontas;160224 - PARQUE REGIONAL DE MANUTENCAO/5;12;40.044.357/0001-96 - CJC COMERCIO VAREJISTA E ATACADISTA DE FERRAMENTAS LTDA;11.75;12.0;7021255;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;141.0
160224-90003/2024;20;468764 - Conjunto broca;Conjunto Broca Material: Vídea , Aplicação: Concreto , Componentes: 8 Peças De 3, 4, 5, 6, 7, 8, 9  E 10mm;160224 - PARQUE REGIONAL DE MANUTENCAO/5;12;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;15.0;12.0;FERTAK;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;180.0
160224-90003/2024;21;473176 - Dobradiça porta;Dobradiça Porta Material: Latão , Altura: 3 POL, Largura: 2 1/2 PO;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;40.044.357/0001-96 - CJC COMERCIO VAREJISTA E ATACADISTA DE FERRAMENTAS LTDA;13.8;30.0;25045;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Pacote 3,00 UN;160224;0.0;;24/05/2024;414.0
160224-90003/2024;23;265078 - Arame galvanizado;Arame Galvanizado Material: Metal , Tipo: Nº 14;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;40.044.357/0001-96 - CJC COMERCIO VAREJISTA E ATACADISTA DE FERRAMENTAS LTDA;17.12;50.0;FERFATTO';Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma;160224;0.0;;24/05/2024;856.0
160224-90003/2024;24;395433 - Fechadura;Fechadura Material Caixa: Metal , Componentes: Duas Chaves , Tipo: Tetra , Aplicação: Porta;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;43.892.634/0001-09 - BRAVE DISTRIBUIDORA LTDA;51.48;20.0;03009.0341.01;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;1029.6
160224-90003/2024;25;406257 - Fechadura;Fechadura Material Caixa: Latão , Material Lingueta: Latão , Acabamento Superficial: Cromado Brilhante , Material Tambor Segredo: Latão , Características Adicionais: Cilindro Oval Com 5 Pinos , Tipo: Externa , Aplicação: Porta , Comprimento: 15,50 CM, Altura: 22,40 CM, Espessura: 2,50 C;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;08.658.622/0001-13 - J. J. VITALLI;47.42;20.0;3F;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;948.4
160224-90003/2024;26;432887 - Rebite pop;Rebite Pop Material: Alumínio , Tipo: Repuxo , Diâmetro Corpo: 4 MM, Comprimento: 10 M;160224 - PARQUE REGIONAL DE MANUTENCAO/5;500;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;0.07;500.0;WORKER;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;35.0
160224-90003/2024;27;319855 - Tela metálica;Tela Metálica Material: Aço Galvanizado , Tipo Tela: Soldada , Tipo Abertura Malha: Quadrangular , Tamanho Abertura Malha: 15 X 15 CM, Diâmetro Fio: 4,20 MM, Comprimento: 3 M, Altura: 2 M, Aplicação: Construção Civil , Características Adicionais: Fabricação De Acordo Normas Abnt;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;16.864.240/0001-74 - JCV COMERCIO E INDUSTRIA LTDA;100.0;20.0;TELA METÁLICA;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;2000.0
160224-90003/2024;28;278044 - Tela Metálica;Tela Metálica Material: Arame Galvanizado , Tipo Tela: Alambrado , Tipo Abertura Malha: Losangular , Tamanho Abertura Malha: 100 X 50 MM, Diâmetro Fio: 2,20 MM, Comprimento: 25 M, Altura: 1,50;160224 - PARQUE REGIONAL DE MANUTENCAO/5;4;41.278.073/0001-27 - MP COMERCIO DE TELAS E FERRAGENS LTDA;750.0;4.0;tela de alambrado;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Rolo 25,00 M;160224;0.0;;24/05/2024;3000.0
160224-90003/2024;29;444715 - Telha;Telha Material: Alumínio E Zinco , Tipo: Trapezoidal , Comprimento: 5 M, Largura: 1,10;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;44.207.436/0001-21 - JORDAO LICITACOES E SERVICOS LTDA;188.1;50.0;5x1,10m/Trapezoidal;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;9405.0
160224-90003/2024;30;450336 - Telha;Telha Material: Zinco , Tipo: Trapezoidal , Comprimento: 2,20 M, Largura: 110;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;44.207.436/0001-21 - JORDAO LICITACOES E SERVICOS LTDA;87.12;50.0;2,20x1,10m/Trapezoid;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;4356.0
160224-90003/2024;31;441409 - Vergalhão;Vergalhão Material: Aço Carbono , Bitola: 1/2 POL, Comprimento: 1 M, Características Adicionais: Roscado;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;27.24;30.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;817.1999999999999
160224-90003/2024;32;236983 - Vergalhão Armação Concreto;Vergalhão Armação Concreto Material: Ferro , Tipo: Ca-50 , Comprimento: 12 M, Bitola: 1/4 POL, Aplicação: Armação Vigas/Pilares E Lajes;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;23.0;50.0;1/4;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Barra 12,00 M;160224;0.0;;24/05/2024;1150.0
160224-90003/2024;33;290432 - Prego com cabeça;Prego Com Cabeça Material: Ferro Comum , Tipo Cabeça: Liso , Tipo Corpo: Liso , Tipo Ponta: Comum , Acabamento Superficial: Polido , Bitola: 10 X 10;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;20.0;5.0;10X10;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma;160224;0.0;;24/05/2024;100.0
160224-90003/2024;34;372868 - Prego sem cabeça;Prego Sem Cabeça Material: Aço Carbono , Tipo Ponta: Normal , Bitola: 12 X 12;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;20.0;5.0;12X12;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma;160224;0.0;;24/05/2024;100.0
160224-90003/2024;35;317910 - Prego com cabeça;Prego Com Cabeça Material: Aço , Tipo Cabeça: Chata , Tipo Corpo: Liso , Tipo Ponta: Comum , Bitola: 17 X 27;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;12.0;30.0;17X27;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma;160224;0.0;;24/05/2024;360.0
160224-90003/2024;36;335587 - Prego sem cabeça;Prego Sem Cabeça Material: Aço Carbono , Bitola: 13 X 18;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;17.0;10.0;13X18;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma;160224;0.0;;24/05/2024;170.0
160224-90003/2024;37;443410 - Prego com cabeça;Prego Com Cabeça Material: Arame , Tipo Cabeça: Cônica Axadrezada , Tipo Corpo: Liso , Tipo Ponta: Diamante , Acabamento Superficial: Polido , Bitola: 25 X 72;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;14.5;5.0;25X72;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma;160224;0.0;;24/05/2024;72.5
160224-90003/2024;38;214383 - Prego com cabeça;Prego Com Cabeça Material: Arame Para Prego , Tipo Cabeça: Cônica Axadrezada , Tipo Corpo: Liso , Tipo Ponta: Diamante , Acabamento Superficial: Polido , Bitola: 19 X 36;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;14.0;5.0;19X36;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma;160224;0.0;;24/05/2024;70.0
160224-90003/2024;39;467371 - Parafuso Rosca Madeira;Parafuso Rosca Madeira Material: Aço Carbono , Tipo Cabeça: Chata , Tipo Fenda: Phillips , Diâmetro Corpo: 3,50 MM, Comprimento: 25 M;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;08.658.622/0001-13 - J. J. VITALLI;19.8;2.0;Ciser;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Caixa 500,00 UN;160224;0.0;;24/05/2024;39.6
160224-90003/2024;40;364775 - Parafuso auto-atarraxante;Parafuso Auto-Atarraxante Material: Aço Carbono , Tratamento Superficial: Zincado , Tipo Cabeça: Panela , Tipo Fenda: Reta , Diâmetro Corpo: 4,20 MM, Comprimento: 32 M;160224 - PARQUE REGIONAL DE MANUTENCAO/5;500;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.15;500.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;75.0
160224-90003/2024;41;340989 - Parafuso;Parafuso Material: Latão , Características Adicionais: Com Bucha S8 , Aplicação: Concreto;160224 - PARQUE REGIONAL DE MANUTENCAO/5;500;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;0.32;500.0;WORKER;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;160.0
160224-90003/2024;42;254066 - Parafuso com bucha e porca;Parafuso Com Bucha E Porca Material: Latão , Referência Bucha: Nº 10 , Tipo Porca: Castelo;160224 - PARQUE REGIONAL DE MANUTENCAO/5;300;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;1.05;300.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;315.0
160224-90003/2024;43;369300 - Parafuso;Parafuso Material: Galvanizado , Tipo: Cabeça Sextavada , Comprimento: 85 MM, Diâmetro: 8 MM, Aplicação: Telha Fibrocimento , Tipo Rosca: Soberba;160224 - PARQUE REGIONAL DE MANUTENCAO/5;100;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;1.6;100.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;160.0
160224-90003/2024;44;369299 - Parafuso;Parafuso Material: Galvanizado , Tipo: Cabeça Sextavada , Comprimento: 250 MM, Diâmetro: 8 MM, Aplicação: Telha Fibrocimento , Tipo Rosca: Soberba;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1000;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;1.78;1000.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;1780.0
160224-90003/2024;45;304929 - Porta-cadeado;Porta-Cadeado Material: Ferro , Tratamento Superficial: Zincado , Comprimento: 64 MM, Altura: 30 MM, Espessura: 2 M;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;08.658.622/0001-13 - J. J. VITALLI;2.2;20.0;Kala;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;44.0
160224-90003/2024;48;450770 - Conjunto manifold;Conjunto Manifold Componentes: Conjunto De Válvulas E 2 Manômetros , Aplicação: Gases R22 - R134a - R404a - R407c;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;237.19;2.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;474.38
160224-90003/2024;49;343779 - Conjunto flangeador;Conjunto Flangeador Componentes: Corpo Base/Mordente/Ponteiras/Cortador Tubo , Aplicação: Tubulação Metálica , Sistema Medidida Mordente: Métrico , Sistema Medida Ponteiras: Métrico , Características Adicionais: Alargador De Tubo 1/8 Pol A 3/4 Pol;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;276.0;2.0;CE;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;552.0
160224-90003/2024;50;245546 - Pulverizador costal manual;Pulverizador Costal Manual Material Tanque: Polietileno , Capacidade Tanque: 5 L, Peso Bruto Máximo: 8 KG, Aplicação: Pulverização De Gases E Líquidos;160224 - PARQUE REGIONAL DE MANUTENCAO/5;4;36.181.473/0001-80 - BIDDEN COMERCIAL LTDA.;69.5;4.0;Lynus;Gerenciadora;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade;160224;0.0;;24/05/2024;278.0
