Número da Compra;Número do Item;Descrição;Descrição Detalhada;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento;UG;Quantidade Empenhada;Início da Vigência;Fim da Vigência;Capacidade de Empenho
160077-90002/2024;29;229650 - Tela Projeção;Tela Projeção Material Estrutura: Alumínio , Tipo Tripé: Não Aplicável , Tipo Ajuste Tela: Acionamento Retrátil E Funcionamento Rolo , Tipo Acabamento: Courvin , Material: Lona Plástica , Cor Acabamento: Preta , Tipo Fixação: Teto , Cor: Branca , Altura: 180 CM, Largura: 180 CM, Espessura: 2 M;160077 - COLEGIO MILITAR DE CURITIBA;3;10.776.858/0001-04 - CINEFLEX INDUSTRIA DE PRODUTOS VISUAIS LTDA;325.0;3.0;NR-003;Participante;90002;2024;160077 - COLEGIO MILITAR DE CURITIBA;O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de Material de Mobiliário em Geral para o Colégio Militar de Curitiba e Organizações Militares participantes do CCALC, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;Unidade;160077;0.0;;14/08/2025;975.0
160077-90002/2024;30;484050 - Quadro;Quadro Tipo: Com Moldura , Material Moldura: Alumínio , Largura: 2,75 M, Características Adicionais: Em Mdf Tratado E Revestido Com A Película , Aplicação: Para Uso Em Salas De Aula , Espessura: 1,5 CM, Material: Mdf/Alumínio , Tratamento Superficial: Branca Fosca(Npb-001 / Npb-002) , Altura: 1,20;160077 - COLEGIO MILITAR DE CURITIBA;3;40.801.863/0001-82 - LOUSAS BRASIL COMERCIO DE QUADROS E ARTIGOS ESCOLARES LTDA;629.0;3.0;QBLAA250X120;Participante;90002;2024;160077 - COLEGIO MILITAR DE CURITIBA;O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de Material de Mobiliário em Geral para o Colégio Militar de Curitiba e Organizações Militares participantes do CCALC, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;Unidade;160077;0.0;;14/08/2025;1887.0
160077-90002/2024;31;270764 - Armário;Armário Material: Aço , Tipo: Escaninho , Acabamento Superficial: Pintura Esmalte Sintético , Cor: Bege , Altura: 1,90 M, Largura: 1,20 M, Profundidade: 0,42 M, Características Adicionais: Com Dezesseis Compartimentos Com Portas E Porta-Ca , Aplicação: Guardar Roupas E Objetos Pessoais , Tratamento Superficial: Antiferruginoso Por Fosfatização;160077 - COLEGIO MILITAR DE CURITIBA;2;15.318.347/0001-54 - D.S.E. INDUSTRIA E COMERCIO DE MOVEIS DE ACO LTDA;1174.0;2.0;P 15;Participante;90002;2024;160077 - COLEGIO MILITAR DE CURITIBA;O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de Material de Mobiliário em Geral para o Colégio Militar de Curitiba e Organizações Militares participantes do CCALC, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;Unidade;160077;0.0;;14/08/2025;2348.0
160077-90002/2024;35;412487 - Porta-palete;Porta-Palete Material: Aço , Tipo: Desmontável , Comprimento: 2.300 MM, Profundidade: 1.200 MM, Altura: 2.000 MM, Capacidade Carga: 1.000 KGF, Características Adicionais: Par De Vigas Com Longarina;160077 - COLEGIO MILITAR DE CURITIBA;10;34.113.188/0001-04 - CENTRO DE DISTRIBUICAO DE ARTIGOS METALICOS MINAS BRASIL LTDA;1372.75;10.0;PPP-1200E;Participante;90002;2024;160077 - COLEGIO MILITAR DE CURITIBA;O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de Material de Mobiliário em Geral para o Colégio Militar de Curitiba e Organizações Militares participantes do CCALC, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;Unidade;160077;0.0;;14/08/2025;13727.5
160077-90002/2024;36;389667 - Palete;Palete Material: Polietileno , Comprimento: 1.000 MM, Largura: 1.200 MM, Altura: 180 MM, Cor: Preta , Capacidade: Estática: 3.000  E Dinâmica: 2.500 K;160077 - COLEGIO MILITAR DE CURITIBA;20;18.587.458/0001-54 - D R F DA SILVA COMERCIO DE MATERIAIS DE CONSTRUCAO E SERVICOS;169.0;20.0;lar plastico;Participante;90002;2024;160077 - COLEGIO MILITAR DE CURITIBA;O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de Material de Mobiliário em Geral para o Colégio Militar de Curitiba e Organizações Militares participantes do CCALC, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;Unidade;160077;0.0;;14/08/2025;3380.0
160077-90002/2024;37;456462 - Escada extensível de alumínio;Escada Extensível De Alumínio Capacidade: 150 KG, Tipo Sapata: Borracha Antiderrapante , Tipo Degraus: 2 X 13 , Quantidade Degraus: 26 UN, Altura Fechada: 4,16 M, Altura Aberta: 3,89 M, Material: Alumínio , Altura Estendida: 6,88 M, Características Adicionais: Rodízios Na Parte Superior;160077 - COLEGIO MILITAR DE CURITIBA;1;47.622.380/0001-60 - AGVANTI COMERCIAL LTDA;1130.74;1.0;Escada extensível d;Participante;90002;2024;160077 - COLEGIO MILITAR DE CURITIBA;O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de Material de Mobiliário em Geral para o Colégio Militar de Curitiba e Organizações Militares participantes do CCALC, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;Unidade;160077;0.0;;14/08/2025;1130.74
160077-90008/2024;4;448818 - Aparelho ar condicionado;Aparelho Ar Condicionado Tipo: Split , Modelo: Split Inverter , Capacidade Refrigeração: 36.000 BTU, Tensão: 127/220 V, Características Adicionais 1: Controle Remoto/Quente-Frio/Desumidificação/Filtro;160077 - COLEGIO MILITAR DE CURITIBA;1;50.915.513/0001-09 - ALBACH E CHAVES ASSOCIADOS LTDA;11265.0;1.0;LG Dual Invefter Voi;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;11265.0
160077-90008/2024;9;485465 - Caixa acústica;Caixa Acústica Potência: 150 W, Tamanho Alto-Falante: 8 POL, Largura: 30,5 CM, Altura: 40 CM, Profundidade: 28 CM, Características Adicionais: Conexões P10, Rca, Usb, Bluetooth , Voltagem: Bivolt V, Aplicação: Propagação Som;160077 - COLEGIO MILITAR DE CURITIBA;3;37.165.739/0001-63 - E TUDO BARATO COMERCIO DE ELETROELETRONICOS LTDA;185.0;3.0;SM-CAP27 5580;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;555.0
160077-90008/2024;10;445539 - Conjunto atualização microcomputador;Conjunto Atualização Microcomputador Componentes: Mouse E Teclado Sem Fio 2.4ghz , Aplicação: Microcomputador , Características Adicionais: Teclado Com 107 Teclas Abnt2,Mouse Com 3 Botões;160077 - COLEGIO MILITAR DE CURITIBA;2;09.636.384/0002-99 - LINKMARKET INFORMATICA E TELECOMUNICACOES LTDA;55.0;2.0;K-W10BK;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;110.0
160077-90008/2024;11;443107 - Fita impressora;Fita Impressora Material: Ribbon De Cera , Cor: Colorida , Características Adicionais: Duplaface , Tipo Impressora 1: Zxp Série 3;160077 - COLEGIO MILITAR DE CURITIBA;10;52.570.799/0001-55 - JIC COMERCIO E SERVICOS LTDA;399.0;10.0;YMCKO Zebra Color 80;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;3990.0
160077-90008/2024;12;479103 - Unidade disco;Unidade Disco Tipo: Disco Ssd , Capacidade: 500 GB, Tamanho: 2,5 POL, Velocidade: 550 MB/S, Padrão: Sata 3.0;160077 - COLEGIO MILITAR DE CURITIBA;5;34.238.351/0001-57 - P & F IMPORTACAO E EXPORTACAO LTDA;162.0;5.0;480GB;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;810.0
160077-90008/2024;13;473353 - Unidade disco;Unidade Disco Tipo: Rígido , Capacidade: 2 TB., Tamanho: 3,5 POL, Velocidade: 7.200 RPM, Padrão: Sata 6,0 Gbp/S , Aplicação: Microcomputador , Memória Cache: 64 M;160077 - COLEGIO MILITAR DE CURITIBA;1;52.504.817/0001-09 - LEGACY DISTRIBUIDORA DE INFORMATICA E ELETROELETRONICOS LTDA;564.23;1.0;MAXDIGITALDATA MD400;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;564.23
160077-90008/2024;15;479549 - Cabo áudio e vídeo;Cabo Áudio E Vídeo Material Condutor: Cobre , Aplicação: Vídeo Tv Projetores Dvds Receivers Sinais S-Vhs , Características Adicionais: Balanceado, Blindado E Flexível , Tipo Cabo: Hdmi , Conectores: Macho-Macho;160077 - COLEGIO MILITAR DE CURITIBA;5;13.218.025/0001-08 - OLIVEIRA & ALMEIDA INFORMATICA LTDA;16.99;5.0;TR;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;84.94999999999999
160077-90008/2024;21;439607 - Televisor;Televisor Tamanho Tela: 75 POL, Voltagem: 110/220 V, Características Adicionais: 4k, 3d E Smart Tv, Mínimo: 2 Usb, 3 Hdmi, Wi-Fi In , Tipo Tela: Led;160077 - COLEGIO MILITAR DE CURITIBA;1;10.592.584/0002-76 - CONTROLE SERVICOS E COMERCIO DE INFORMATICA LTDA;4774.85;1.0;75UR871C;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;4774.85
160077-90008/2024;24;428039 - Fonte alimentação;Fonte Alimentação Tensão Alimentação: 110 / 220 V, Tensão Saída: 12 V, Aplicação: Cameras De Segurança , Corrente Nominal: 10;160077 - COLEGIO MILITAR DE CURITIBA;2;42.810.782/0001-74 - MAX QUALITY COMERCIO LTDA;24.0;2.0;AC ADAPTER;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;48.0
160077-90008/2024;25;601288 - Impressora multifuncional;Impressora Multifuncional Tipo Impressão: Laser , Resolução Impressão: 2400 X 600 DPI, Tensão Alimentação: 127 V, Resolução Copiadora: 1200 X 2400 DPI, Velocidade Impressão Preto E Branco: 30 PPM, Velocidade Impressão Colorida: 30 PPM, Características Adicionais: Policromática, Ciclo Mensal: 50.000 Pág , Conectividade: Ethernet 10/100, Paralela, Usb 2.0 E Wireless , Capacidade Mínima Bandeja: 250 FL, Capacidade Memória: 1 G;160077 - COLEGIO MILITAR DE CURITIBA;1;25.027.024/0001-65 - BRUDERTEC INFORMATICA E SISTEMA DE SEGURANCA LTDA;3999.0;1.0;4303FDW;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;3999.0
160077-90008/2024;26;481187 - Impressora multifuncional;Impressora Multifuncional Tipo Impressão: Jato Tinta , Resolução Impressão: 4800 X 1200 DPI, Tensão Alimentação: 110/220 V, Velocidade Impressão Preto E Branco: 33 PPM, Velocidade Impressão Colorida: 20 PPM, Tipo Papel: A4, Carta , Capacidade Mínima Bandeja: 250 F;160077 - COLEGIO MILITAR DE CURITIBA;1;21.982.891/0002-80 - 4U DIGITAL COMERCIO E SERVICOS LTDA;4048.0;1.0;L14150;Participante;90008;2024;160077 - COLEGIO MILITAR DE CURITIBA;Futura Aquisição de materiais permanentes e de consumo utilizados no funcionamento e manutenção da infraestrutura de redes do Colégio, no uso pedagógico nas salas de aula, equipamentos de impressão e suprimentos diversos.;Unidade;160077;0.0;;18/10/2025;4048.0
160192-90001/2025;1;373307 - Prego com cabeça;Prego Com Cabeça Material: Aço Carbono, Tipo Cabeça: Liso, Tipo Ponta: Comum, Bitola: 10 X 10MM;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;24.154.843/0001-00 - M A PIANOVSKI SOLUCOES INTEGRADAS;18.4;1.0;GERDAU;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Quilograma;160192;0.0;;15/07/2026;18.4
160192-90001/2025;2;373306 - Prego com cabeça;Prego Com Cabeça Material: Aço Carbono, Tipo Cabeça: Liso, Tipo Ponta: Comum, Bitola: 12 X 12MM;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;52.919.905/0001-63 - BEST HYDRO COMERCIAL LTDA;17.41;1.0;vonder;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Quilograma;160192;0.0;;15/07/2026;17.41
160192-90001/2025;3;330576 - Prego com cabeça;Prego Com Cabeça Material: Ferro Comum, Tipo Cabeça: Chata, Tipo Corpo: Liso, Acabamento Superficial: Polido, Bitola: 15 X 15;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;57.991.151/0001-76 - D&P PREVIDENCIA LTDA;13.38;1.0;Prego com cabeça;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Quilograma;160192;0.0;;15/07/2026;13.38
160192-90001/2025;4;444582 - Prego com cabeça;Prego Com Cabeça Material: Aço, Tipo Cabeça: Chata, Tipo Corpo: Liso, Tipo Ponta: Comum, Acabamento Superficial: Galvanizado, Bitola: 17 X 27;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;48.375.926/0001-98 - ACQUA RAIO MATERIAIS HIDRAULICOS E ELETRICOS LTDA;10.7;1.0;aramesul;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Quilograma;160192;0.0;;15/07/2026;10.7
160192-90001/2025;5;333253 - Prego com cabeça;Prego Com Cabeça Material: Aço Carbono, Tipo Cabeça: Liso, Tipo Ponta: Comum, Bitola: 19 X 36;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;57.991.151/0001-76 - D&P PREVIDENCIA LTDA;11.31;1.0;Prego com cabeça;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Quilograma;160192;0.0;;15/07/2026;11.31
160192-90001/2025;6;214390 - Prego com cabeça dupla;Prego Com Cabeça Dupla Material: Arame Para Prego, Tipo Cabeça: Cônica Axadrezada, Distância Entre Cabeças: 5MM, Tipo Corpo: Liso, Tipo Ponta: Diamante, Acabamento Superficial: Polido, Bitola: 17 X 27MM;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;57.991.151/0001-76 - D&P PREVIDENCIA LTDA;14.32;1.0;Prego com cabeça dup;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Pacote 1,00 KG;160192;0.0;;15/07/2026;14.32
160192-90001/2025;7;443253 - Parafuso com porca;Parafuso Com Porca Material: Aço, Tipo Cabeça: Francesa, Diâmetro: 1/4POL, Comprimento: 2POL, Características Adicionais: Com Arruela;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;50.187.999/0001-06 - PARAFUSOS.COM FERRAMENTAS E ACESSORIOS LTDA;29.433;1.0;Parafuso francês 1/4;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Centena;160192;0.0;;15/07/2026;29.433
160192-90001/2025;8;356393 - Parafuso Cabeça Chata;Parafuso Cabeça Chata Material: Ferro, Diâmetro Nominal: 4MM, Comprimento Nominal: 40MM, Características Adicionais: Cementado,Bicromatizado Zincado,Fenda Tipo Philips;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;1;50.187.999/0001-06 - PARAFUSOS.COM FERRAMENTAS E ACESSORIOS LTDA;5.688;1.0;Paraf. chata philips;Participante;90001;2025;160192 - BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO;Eventual e futura aquisição (REGISTRO DE PREÇOS) de material de construção em geral para Base de Administração e Apoio da 5ª Região Militar e membros do GCALC  ;Caixa 100,00 UN;160192;0.0;;15/07/2026;5.688
